code_region;region;code_departement;departement;commune;autres_communes_dans_le_spr;code_insee;population;nombre_de_spr;numero_du_spr;spr_initial_regime_de_creation;spr_initial_date_de_creation;nombre_de_plans;type_de_plan_en_vigueur;evolution_du_type_de_plan;date_du_plan_en_vigueur;latitude;longitude
75;NOUVELLE-AQUITAINE;47;LOT-ET-GARONNE;CASSENEUIL;PUJOLS, VILLENEUVE SUR LOT;47049;2432;1.0;SPR75-105;ZPPAUP;2006-05-05;1.0;AVAP;AVAP (ex zppaup);2018-12-20;44.4429845;0.6207165
75;NOUVELLE-AQUITAINE;64;PYRÉNÉES-ATLANTIQUES;BAYONNE;;64102;52398;1.0;SPR75-109;secteur S;1975-05-07;1.0;PSMV;PSMV approuvé;2007-05-04;43.4945144;-1.4736657
75;NOUVELLE-AQUITAINE;64;PYRÉNÉES-ATLANTIQUES;BOUCAU;BOUCAU et TARNOS;64140;8499;;SPR75-103;ZPPAUP;2006-08-31;;ZPPAUP;ZPPAUP;2006-08-31;43.5236127;-1.4857538
75;NOUVELLE-AQUITAINE;64;PYRÉNÉES-ATLANTIQUES;NAVARRENX;;64416;1065;1.0;SPR75-115;ZPPAUP;2008-04-01;1.0;ZPPAUP;ZPPAUP;2008-04-01;43.3221488;-0.761038
75;NOUVELLE-AQUITAINE;64;PYRÉNÉES-ATLANTIQUES;ORTHEZ;;64430;11106;1.0;SPR75-117;ZPPAUP;2005-12-27;1.0;AVAP;AVAP (ex zppaup);2018-01-22;43.4874963;-0.7738363
75;NOUVELLE-AQUITAINE;64;PYRÉNÉES-ATLANTIQUES;SAINT-JEAN-DE-LUZ;;64483;14547;1.0;SPR75-121;AVAP;2011-03-11;1.0;AVAP;AVAP;2011-03-11;43.3870763;-1.6635695
75;NOUVELLE-AQUITAINE;79;DEUX-SÈVRES;COULON;;79100;;;;;;;;AVAP à l'étude;;46.3221277;-0.5861466
75;NOUVELLE-AQUITAINE;79;DEUX-SÈVRES;MAULÉON;;79079;;;;;;;;AVAP à l'étude;;42.9594856;0.5674923
75;NOUVELLE-AQUITAINE;79;DEUX-SÈVRES;PLAINE-ET VALLEES (OIRON);;79196;2460;1.0;SPR75-130;AVAP;2016-07-07;1.0;AVAP;AVAP;2016-07-07;46.93099375;-0.08139610629563905
75;NOUVELLE-AQUITAINE;87;HAUTE-VIENNE;LIMOGES;;87085;134460;1.0;SPR75-146;ZPPAUP;1995-03-06;1.0;ZPPAUP;ZPPAUP;1995-03-06;45.8354243;1.2644847
75;NOUVELLE-AQUITAINE;87;HAUTE-VIENNE;SAINT-YRIEIX-LA-PERCHE;;87187;7199;1.0;SPR75-149;ZPPAUP;2006-09-11;1.0;ZPPAUP;ZPPAUP;2006-09-11;45.5335103;1.2583483036471546
76;OCCITANIE;09;ARIÈGE;ALZEN;;09009;271;1.0;SPR76-01;AVAP;2015-04-02;1.0;AVAP;AVAP;2015-04-02;42.9889728;1.4718402
76;OCCITANIE;09;ARIÈGE;CARLA-BAYLE;;09079;794;1.0;SPR76-02;ZPPAUP;1993-10-26;1.0;ZPPAUP;ZPPAUP;1993-10-26;43.1500386;1.3936011
76;OCCITANIE;11;AUDE;BAGES;;11024;819;1.0;SPR76-09;ZPPAUP;2002-07-11;1.0;ZPPAUP;ZPPAUP (PVAP à l'étude);2002-07-11;43.1236647;2.9924502
76;OCCITANIE;11;AUDE;DUILHAC-SOUS-PEYREPERTUSE;;11123;148;1.0;SPR76-12;ZPPAUP;2005-09-21;1.0;ZPPAUP;ZPPAUP;2005-09-21;42.8633;2.56704
76;OCCITANIE;11;AUDE;MONTREAL;;11254;2070;1.0;SPR76-14;ZPPAUP;2008-02-01;1.0;ZPPAUP;ZPPAUP;2008-02-01;45.5031824;-73.5698065
76;OCCITANIE;12;AVEYRON;LUC LA PRIMAUBE;DRUELLE-BALSAC, LE MONASTERE, LUC LA PRIMAUBE, OLEMPS, ONET-LE-CHÂTEAU, RODEZ, SAINTE-RADEGONDE, SEBAZAC-CONCOURES;12133;6132;;SPR76-17;AVAP;2018-01-26;;AVAP;AVAP;2018-01-26;44.3142948;2.5346875
76;OCCITANIE;12;AVEYRON;SAINTE-RADEGONDE;DRUELLE-BALSAC, LE MONASTERE, LUC LA PRIMAUBE, OLEMPS, ONET-LE-CHÂTEAU, RODEZ, SAINTE-RADEGONDE, SEBAZAC-CONCOURES;12241;1820;;SPR76-17;AVAP;2018-01-26;;AVAP;AVAP;2018-01-26;44.6786714;0.6787939
76;OCCITANIE;30;GARD;SAINT-GILLES;;30258;13711;1.0;SPR76-30;secteur S;2001-12-31;1.0;PSMV;PSMV approuvé;2017-06-22;49.2801594;3.6756348
76;OCCITANIE;30;GARD;SAINT-LAURENT-DES-ARBRES;;30278;3108;1.0;SPR76-31;ZPPAUP;2008-01-25;1.0;ZPPAUP;ZPPAUP;2008-01-25;44.0548235;4.6991386
76;OCCITANIE;30;GARD;SOMMIERES *;;30321;4979;1.0;SPR76-33;secteur S;2000-03-09;1.0;PSMV;PSMV approuvé;2015-04-16;43.7831093;4.0904546
76;OCCITANIE;30;GARD;VESTRIC-ET-CANDIAC;VAUVERT, Vergèze et Vestric);30347;1423;;SPR76-36;ZPPAUP;1996-03-29;;ZPPAUP;ZPPAUP;1996-03-29;43.7407512;4.2598913
76;OCCITANIE;31;HAUTE-GARONNE;SAINT-BERTRAND-DE-COMMINGES;VALCABRÈRE, SAINT-BERTRAND-DE-COMMINGES;31472;250;1.0;SPR76-41;ZPPAUP;1997-01-01;1.0;AVAP;AVAP (ex zppaup);2015-10-05;43.0269283;0.5709114
76;OCCITANIE;34;HÉRAULT;AGDE;;34003;29023;1.0;SPR76-47;ZPPAUP;2004-08-10;1.0;AVAP;AVAP (ex zppaup);2016-02-16;43.3124696;3.4707789
76;OCCITANIE;34;HÉRAULT;MONTPELLIER;;34172;288600;1.0;SPR76-53;secteur S;1972-03-24;1.0;PSMV;PSMV révisé;2016-11-25;43.6112422;3.8767337
76;OCCITANIE;34;HÉRAULT;MONTPELLIER Boutonnet – Beaux-Arts;;34172;;;;;;;;AVAP à l'étude;;-1.0;-1.0
76;OCCITANIE;34;HÉRAULT;SAINT-GUILHEM-LE-DÉSERT;;34261;262;1.0;SPR76-59;ZPPAUP;2005-07-29;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2005-07-29;43.734;3.54852
76;OCCITANIE;46;LOT;ALBAS;;46001;522;1.0;SPR76-63;ZPPAUP;2007-06-13;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2007-06-13;43.0057996;2.7349282
76;OCCITANIE;48;LOZÈRE;ISPAGNAC;;48075;910;1.0;SPR76-73;ZPPAUP;2007-12-17;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2007-12-17;44.3704418;3.5351521
76;OCCITANIE;66;PYRÉNÉES-ORIENTALES;ARLES-SUR-TECH;;66009;2742;1.0;SPR76-86;ZPPAUP;1994-02-21;1.0;ZPPAUP;ZPPAUP;1994-02-21;42.4562149;2.6343451
76;OCCITANIE;66;PYRÉNÉES-ORIENTALES;COLLIOURE;;66053;2456;1.0;SPR76-88;ZPPAUP;1998-09-17;1.0;ZPPAUP;ZPPAUP;1998-09-17;42.52505;3.0831554
76;OCCITANIE;66;PYRÉNÉES-ORIENTALES;ELNE;;66065;9049;1.0;SPR76-89;ZPPAUP;2005-12-05;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2005-12-05;42.6015016;2.9705605
76;OCCITANIE;66;PYRÉNÉES-ORIENTALES;ILLE-SUR-TÊT;;66088;5507;1.0;SPR76-90;ZPPAUP;2005-11-09;1.0;ZPPAUP;ZPPAUP;2005-11-09;42.6709665;2.6224853
76;OCCITANIE;66;PYRÉNÉES-ORIENTALES;LES ANGLES;;66004;528;1.0;SPR76-91;ZPPAUP;1994-02-21;1.0;ZPPAUP;ZPPAUP;1994-02-21;43.0835762;0.0062129
76;OCCITANIE;81;TARN;CASTELNAU-DE-MONTMIRAL;;81064;1027;1.0;SPR76-111;LCAP;2022-02-17;;;;;43.9655207;1.820396
76;OCCITANIE;81;TARN;CORDES;;81069;910;1.0;SPR76-96;ZPPAUP;2012-07-24;1.0;ZPPAUP;ZPPAUP;2012-07-24;50.687341;3.5337842
76;OCCITANIE;81;TARN;LABRUGUIÈRE;;81120;;;;;;;;AVAP à l'étude;;43.5402951;2.2634222
76;OCCITANIE;81;TARN;LARROQUE;;81136;;;SPR76-108;LCAP;2021-09-24;;;;;43.1948395;0.608575
76;OCCITANIE;81;TARN;MONTANS;Lisle-sur-Tarn;81171;;;SPR76-113;LCAP;2023-03-15;;;;;43.8654;1.88487
76;OCCITANIE;82;TARN-ET-GARONNE;VERDUN-SUR-GARONNE;;82190;4829;1.0;SPR76-106;ZPPAUP;2002-05-06;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2002-05-06;43.8538889;1.2363889
52;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;LA BERNERIE-EN-RETZ;;44012;3016;1.0;SPR52-06;ZPPAUP;2009-01-14;1.0;AVAP;AVAP (ex zppaup);2015-06-19;47.0814025;-2.0383793
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;ANGERS;;49007;;;SPR52-13;LCAP;2019-01-31;;;PVAP à venir;;47.4739884;-0.5515588
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;AUBIGNÉ-SUR-LAYON;;49012;377;1.0;SPR52-14;AVAP;2017-01-09;1.0;AVAP;AVAP;2017-01-09;47.2124343;-0.4599973
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;DENÉE;;49120;1418;1.0;SPR52-24;ZPPAUP;2004-07-08;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2004-07-08;47.3788643;-0.6077257
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;LUÉ-EN-BAUGEOIS/Jarzé Villages;;49163;;1.0;SPR52-31;ZPPAUP;2004-11-01;1.0;AVAP;AVAP (ex zppaup);2012-07-02;47.51958695;-0.27551093898107365
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;LE VIEIL BAUGÉ (Baugé en Anjou);;49018;;;;;;;;AVAP à l'étude;;47.51924005;-0.14681351969427564
52;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;MONTFAUCON-MONTIGNÉ;SAINT-GERMAIN-SUR-MOINE/Sèvremoine;49301;;;SPR52-86;AVAP;2017-06-30;;AVAP;AVAP;2017-06-30;47.082905;-1.1290963668845997
52;PAYS DE LA LOIRE;53;MAYENNE;CHÂTEAU-GONTIER;;53062;17424;1.0;SPR52-42;secteur S;1985-06-27;1.0;PSMV;PSMV approuvé;2007-07-31;47.8263058;-0.7066665
52;PAYS DE LA LOIRE;53;MAYENNE;LASSAY-LES-CHÂTEAUX;;53127;2315;1.0;SPR52-47;ZPPAUP;1994-03-16;1.0;ZPPAUP;ZPPAUP;1994-03-16;48.4378133;-0.496882
52;PAYS DE LA LOIRE;72;SARTHE;ASSÉ-LE-BOISNE;;72011;930;1.0;SPR52-55;ZPPAUP;2008-04-08;1.0;ZPPAUP;ZPPAUP;2008-04-08;48.322497;-0.0084514
52;PAYS DE LA LOIRE;72;SARTHE;LA FLÈCHE;;72154;15956;1.0;SPR52-57;ZPPAUP;1987-06-17;1.0;ZPPAUP;ZPPAUP;1987-06-17;47.6968408;-0.0746149
52;PAYS DE LA LOIRE;72;SARTHE;SAINT-LÉONARD-DES-BOIS;SAINT-CÉNERI LE GEREI, SAINT-PIERRE-DES-NIDS, MOULINS LE CARBONNEL, SAINT-LÉONARD-DES-BOIS;72294;485;;SPR28-25;AVAP;2014-01-01;;AVAP;AVAP;2015-02-05;48.3525683;-0.0774296
52;PAYS DE LA LOIRE;85;VENDÉE;APREMONT;;85006;1184;1.0;SPR52-64;ZPPAUP;1991-01-22;1.0;ZPPAUP;ZPPAUP (PVAP à l'étude);1991-01-22;49.2247297;2.5113646
52;PAYS DE LA LOIRE;85;VENDÉE;LA ROCHE-SUR-YON;;85191;57366;1.0;SPR52-69;AVAP;2017-06-27;1.0;AVAP;AVAP;2017-06-27;46.6705431;-1.4269698
52;PAYS DE LA LOIRE;85;VENDÉE;LONGEVILLE-SUR-MER;;85127;2492;1.0;SPR52-74;ZPPAUP;1991-07-12;1.0;ZPPAUP;ZPPAUP;1991-07-12;46.4251677;-1.488347
93;PROVENCE-ALPES- CÔTE D’AZUR;04;ALPES-DE-HAUTE-PROVENCE;BARCELONNETTE;;04019;2800;1.0;SPR93-02;AVAP;2019-10-09;1.0;AVAP;AVAP;2019-10-09;44.3862043;6.6513554
93;PROVENCE-ALPES- CÔTE D’AZUR;05;HAUTES-ALPES;SAINT-VÉRAN;;05157;242;1.0;SPR93-11;ZPPAUP;1989-12-21;1.0;AVAP;AVAP (ex zppaup);2016-05-30;44.6993395;6.8687131
93;PROVENCE-ALPES- CÔTE D’AZUR;06;ALPES-MARITIMES;GRASSE;;06069;51342;1.0;SPR93-14;secteur S;1974-11-26;1.0;PSMV;PSMV approuvé;2012-11-16;43.6589011;6.9239103
93;PROVENCE-ALPES- CÔTE D’AZUR;06;ALPES-MARITIMES;LE BAR-SUR-LOUP;;06010;3000;1.0;SPR93-15;ZPPAUP;1989-04-26;1.0;ZPPAUP;ZPPAUP (PVAP à l'étude);1989-04-26;43.7012408;6.988256
93;PROVENCE-ALPES- CÔTE D’AZUR;06;ALPES-MARITIMES;NICE;;06088;;1.0;SPR93-18;secteur S;1994-11-09;;;PSMV en cours d’élaboration;;43.7009358;7.2683912
93;PROVENCE-ALPES- CÔTE D’AZUR;13;BOUCHES-DU-RHÔNE;AIX-EN-PROVENCE;;13001;;1.0;SPR93-20;ZPPAUP;1998-08-07;1.0;ZPPAUP;ZPPAUP;1998-08-07;43.5298424;5.4474738
93;PROVENCE-ALPES- CÔTE D’AZUR;83;VAR;BRIGNOLES;;83023;;;SPR93-32;LCAP;2020-06-15;;;PVAP à venir;;43.4064401;6.0616452
93;PROVENCE-ALPES- CÔTE D’AZUR;83;VAR;HYERES;;83069;56571;1.0;SPR93-34;ZPPAUP;;1.0;AVAP;AVAP (ex zppaup);2019-03-27;43.1202573;6.1301614
93;PROVENCE-ALPES- CÔTE D’AZUR;84;VAUCLUSE;CAVAILLON;;84035;25832;1.0;SPR93-48;LCAP;2022-04-13;;;;;43.8356808;5.0383522
93;PROVENCE-ALPES- CÔTE D’AZUR;84;VAUCLUSE;PERTUIS;;84089;20730;1.0;SPR93-45;ZPPAUP;2008-02-19;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2008-02-19;43.6951468;5.5032671
93;PROVENCE-ALPES- CÔTE D’AZUR;84;VAUCLUSE;SORGUES;;84129;18924;1.0;SPR93-46;ZPPAUP;1988-11-29;1.0;ZPPAUP;ZPPAUP;1988-11-29;44.0066403;4.8725016
2;MARTINIQUE;972;MARTINIQUE;LES TROIS-ILETS;;97231;;;;;;;;AVAP à l'étude;;14.5387672;-61.033545
84;AUVERGNE-RHÔNE-ALPES;03;ALLIER;BESSON;;03026;786;1.0;SPR84-06;ZPPAUP;2008-03-10;1.0;ZPPAUP;ZPPAUP;2008-03-10;46.4696906;3.2638304
84;AUVERGNE-RHÔNE-ALPES;07;ARDÈCHE;SAINT-LAURENT-SOUS-COIRON;;07263;104;1.0;SPR84-29;AVAP;2014-11-03;1.0;AVAP;AVAP;2014-11-03;44.6374153;4.4820539
84;AUVERGNE-RHÔNE-ALPES;15;CANTAL;MAURIAC;;15120;3844;1.0;SPR84-36;ZPPAUP;2009-09-14;1.0;ZPPAUP;ZPPAUP;2009-09-14;44.7450537;-0.0289804
84;AUVERGNE-RHÔNE-ALPES;15;CANTAL;SAINT-FLOUR;;15187;6947;1.0;SPR84-38;ZPPAUP;2005-11-22;1.0;AVAP;AVAP (ex zppaup);2016-09-01;45.7084425;3.5026164
84;AUVERGNE-RHÔNE-ALPES;26;DRÔME;LES TONILS;;26351;25;1.0;SPR84-44;ZPPAUP;2000-10-20;1.0;ZPPAUP;ZPPAUP;2000-10-20;44.5819998;5.199289
84;AUVERGNE-RHÔNE-ALPES;26;DRÔME;SAINT-PAUL-TROIS-CHÂTEAUX;;26324;9394;1.0;SPR84-51;ZPPAUP;2006-11-09;1.0;AVAP;AVAP (ex zppaup);2012-03-13;44.3475554;4.7707325
84;AUVERGNE-RHÔNE-ALPES;26;DRÔME;SAINT-RESTITUT;;26326;1432;1.0;SPR84-53;ZPPAUP;2007-08-30;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2007-08-30;44.3317996;4.7896833
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;BARRAUX;;38027;1940;1.0;SPR84-56;AVAP;2016-02-25;1.0;AVAP;AVAP;2016-02-25;45.4337691;5.9773523
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;BEAUVOIR-EN-ROYANS;;38036;94;1.0;SPR84-57;AVAP;2015-05-26;1.0;AVAP;AVAP;2015-05-26;45.1205383;5.3374745
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;BESSE-EN-OISANS;;38040;130;1.0;SPR84-58;AVAP;2013-02-08;1.0;AVAP;AVAP;2013-02-08;45.0707953;6.170230587179487
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;LA COTE-SAINT-ANDRÉ;;38130;5097;1.0;SPR84-63;ZPPAUP;1999-03-11;1.0;AVAP;AVAP (ex zppaup);2013-12-17;45.3937745;5.2604941
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;MENS;;38226;1473;1.0;SPR84-65;ZPPAUP;1999-04-22;1.0;AVAP;AVAP (ex zppaup);2017-03-14;44.8170544;5.7508768
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;SAINT-BAUDILLE-DE-LA-TOUR;;38365;834;1.0;SPR84-68;ZPPAUP;1996-01-15;1.0;ZPPAUP;ZPPAUP;1996-01-15;45.7902;5.33786
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;SAINT-CHEF;;38374;3704;1.0;SPR84-69;ZPPAUP;1991-02-11;1.0;ZPPAUP;ZPPAUP (avap à l'étude);1991-02-11;45.6343504;5.3650074
84;AUVERGNE-RHÔNE-ALPES;38;ISÈRE;SAINT-ÉTIENNE-DE-SAINT-GEOIRS;;38384;;;;;;;;AVAP à l'étude;;45.340067;5.3439958
84;AUVERGNE-RHÔNE-ALPES;42;LOIRE;SAINT-ETIENNE;;42218;;1.0;SPR84-92;ZPPAUP;2004-06-07;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2004-06-07;45.4401467;4.3873058
84;AUVERGNE-RHÔNE-ALPES;42;LOIRE;SAINT-HAON-LE-CHÂTEL;;42232;650;1.0;SPR84-97;ZPPAUP;2004-06-07;1.0;ZPPAUP;ZPPAUP;2004-06-07;46.0664553;3.9152093
84;AUVERGNE-RHÔNE-ALPES;42;LOIRE;SAINT-JUST-SAINT-RAMBERT;;42279;15353;1.0;SPR84-99;ZPPAUP;1994-02-24;1.0;ZPPAUP;ZPPAUP (avap à l'étude);1994-02-24;45.4994639;4.2423759
84;AUVERGNE-RHÔNE-ALPES;43;HAUTE-LOIRE;AUZON;;43016;915;1.0;SPR84-102;ZPPAUP;2004-08-31;1.0;ZPPAUP;ZPPAUP;2004-08-31;45.3916002;3.370575
84;AUVERGNE-RHÔNE-ALPES;43;HAUTE-LOIRE;LAVAUDIEU;;43117;250;1.0;SPR84-105;ZPPAUP;1995-05-29;1.0;ZPPAUP;ZPPAUP;1995-05-29;45.2623234;3.4531751
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;BESSE-ET-SAINT-ANASTAISE;;63038;1571;1.0;SPR84-111;ZPPAUP;1995-05-15;1.0;ZPPAUP;ZPPAUP (avap à l'étude);1995-05-15;45.5115738;2.9329614
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;CHÂTELDON;;63102;785;1.0;SPR84-114;ZPPAUP;2004-08-31;1.0;AVAP;AVAP (ex zppaup);2017-09-07;45.9768107;3.5208119
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;CLERMONT-FERRAND;;63113;;;;;;;;AVAP à l'étude;;45.7774551;3.0819427
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;CHÂTELGUYON;;63103;6298;1.0;SPR84-116;ZPPAUP;1999-07-26;1.0;ZPPAUP;ZPPAUP;1999-07-26;45.9205;3.06111
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;LA SAUVETAT;;63413;707;1.0;SPR84-117;AVAP;2019-10-24;1.0;AVAP;AVAP;2019-10-24;43.8534256;0.5282061
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;MONTPEYROUX;;63241;347;1.0;SPR84-119;ZPPAUP;2005-01-31;1.0;ZPPAUP;ZPPAUP;2005-01-31;44.9211111;0.0577778
84;AUVERGNE-RHÔNE-ALPES;63;PUY-DE-DÔME;SAINT-SATURNIN;;63396;1164;1.0;SPR84-125;AVAP;2017-06-30;1.0;AVAP;AVAP;2017-06-30;48.613152;3.9019931
84;AUVERGNE-RHÔNE-ALPES;69;RHÔNE;POMMIERS;;69156;2531;1.0;SPR84-132;ZPPAUP;2005-07-25;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2005-07-25;49.3935702;3.2720429
84;AUVERGNE-RHÔNE-ALPES;69;RHÔNE;SAINT-SYMPHORIEN-SUR-COISE;;69238;;;;;;;;AVAP à l'étude;;45.6313062;4.4550523
84;AUVERGNE-RHÔNE-ALPES;69;RHÔNE;SALLES-ARBUISSONNAS-EN-BEAUJOLAIS;;69172;819;1.0;SPR84-135;ZPPAUP;2011-07-16;1.0;ZPPAUP;ZPPAUP;2011-07-16;46.0402482;4.6350975
84;AUVERGNE-RHÔNE-ALPES;69;RHÔNE;SAVIGNY;;69175;2010;1.0;SPR84-136;ZPPAUP;2008-07-09;1.0;ZPPAUP;ZPPAUP;2008-07-09;49.0491048;-1.3392101
84;AUVERGNE-RHÔNE-ALPES;69;RHÔNE;VILLEFRANCHE-SUR-SAÔNE;;69264;37303;1.0;SPR84-138;AVAP;2014-12-11;1.0;AVAP;AVAP;2014-12-11;45.9864749;4.726611
84;AUVERGNE-RHÔNE-ALPES;73;SAVOIE;CHANAZ;;73073;523;1.0;SPR84-142;ZPPAUP;1997-07-30;1.0;ZPPAUP;AVAP (ex zppaup);2022-06-21;45.8086242;5.7910568
84;AUVERGNE-RHÔNE-ALPES;74;HAUTE-SAVOIE;PRÉSILLY;;74216;774;1.0;SPR84-148;ZPPAUP;1986-09-22;1.0;ZPPAUP;ZPPAUP;1986-09-22;46.5568;5.58701
27;BOURGOGNE- FRANCHE-COMTÉ;25;DOUBS;MONTFAUCON;;25395;1503;1.0;SPR27-19;ZPPAUP;1989-06-20;1.0;AVAP;AVAP (ex zppaup);2013-06-04;48.957;3.42498
27;BOURGOGNE- FRANCHE-COMTÉ;39;JURA;CHÂTEAU-CHALON;;39114;152;1.0;SPR27-24;ZPPAUP;2005-02-25;1.0;ZPPAUP;ZPPAUP;2005-02-25;46.7547194;5.6269716
27;BOURGOGNE- FRANCHE-COMTÉ;39;JURA;DOMBLANS;;39199;1264;1.0;SPR27-27;ZPPAUP;1990-06-06;1.0;ZPPAUP;ZPPAUP;1990-06-06;46.7585231;5.594565160878455
27;BOURGOGNE- FRANCHE-COMTÉ;58;NIÈVRE;ARQUIAN;ARQUIAN, BITRY, DAMPIERRE-SOUS-BOUHY, SAINT-AMAND-EN-PUISAYE;58012;594;;SPR27-36;AVAP;2016-12-19;;AVAP;AVAP;2016-12-19;47.5410201;2.9885892
27;BOURGOGNE- FRANCHE-COMTÉ;58;NIÈVRE;BITRY;ARQUIAN, BITRY, DAMPIERRE-SOUS-BOUHY, SAINT-AMAND-EN-PUISAYE;58033;313;;SPR27-36;AVAP;2016-12-19;;AVAP;AVAP;2016-12-19;49.4138136;3.0761949
27;BOURGOGNE- FRANCHE-COMTÉ;58;NIÈVRE;NEVERS;;58194;34097;1.0;SPR27-42;ZPPAUP;2008-12-25;1.0;ZPPAUP;ZPPAUP (avap à l'étude);2008-12-25;46.9876601;3.1577203
27;BOURGOGNE- FRANCHE-COMTÉ;70;HAUTE-SAÔNE;CHARIEZ;;70134;209;1.0;SPR27-45;ZPPAUP;2010-05-21;1.0;AVAP;AVAP (ex zppaup);2019-04-09;47.6206;6.08523
27;BOURGOGNE- FRANCHE-COMTÉ;70;HAUTE-SAÔNE;GY;;70282;1070;1.0;SPR27-49;ZPPAUP;1998-02-11;1.0;AVAP;AVAP (ex zppaup);2016-08-29;4.8417097;-58.6416891
27;BOURGOGNE- FRANCHE-COMTÉ;71;SAÔNE-ET-LOIRE;MACON;;71270;34414;1.0;SPR27-75;LCAP;2021-09-24;;;PVAP à venir;;32.8406946;-83.6324022
27;BOURGOGNE- FRANCHE-COMTÉ;71;SAÔNE ET LOIRE;TOURNUS *;;71543;5885;1.0;SPR27-62;secteur S;2000-11-09;;;PSMV en cours d’élaboration;;46.5617373;4.9122425
27;BOURGOGNE- FRANCHE-COMTÉ;89;YONNE;CRAVANT;;89130;1258;1.0;SPR27-65;ZPPAUP;1989-04-20;1.0;ZPPAUP;ZPPAUP;2008-04-18;47.69045175;3.7040149725964637
53;BRETAGNE;22;CÔTES-D’ARMOR;JUGON-LES-LACS;;22084;2544;1.0;SPR53-05;ZPPAUP;2007-01-29;1.0;ZPPAUP;ZPPAUP;2007-01-29;48.41154225;-2.322819249371501
53;BRETAGNE;22;CÔTES-D’ARMOR;TREDREZ-LOCQUEMEAU;;22349;1483;1.0;SPR53-13;ZPPAUP;2010-07-21;1.0;ZPPAUP;ZPPAUP;2010-07-21;48.6988621;-3.5669653
53;BRETAGNE;29;FINISTÈRE;DAOULAS;;29043;1838;1.0;SPR53-23;ZPPAUP;1988-09-12;1.0;ZPPAUP;ZPPAUP;1988-09-12;48.3615618;-4.259431
53;BRETAGNE;29;FINISTÈRE;HUELGOAT;;29081;1477;1.0;SPR53-25;ZPPAUP;1989-06-05;1.0;ZPPAUP;ZPPAUP;1989-06-05;48.3640307;-3.7468034
53;BRETAGNE;29;FINISTÈRE;LE FAOU;;29053;1768;1.0;SPR53-31;ZPPAUP;1991-02-12;1.0;ZPPAUP;ZPPAUP (avap à l'étude);1991-02-12;48.295772;-4.1809082
53;BRETAGNE;29;FINISTÈRE;MORLAIX;;29151;15028;1.0;SPR53-33;ZPPAUP;2003-06-27;1.0;AVAP;AVAP (ex zppaup);2017-11-11;48.5824932;-3.8331972
53;BRETAGNE;29;FINISTÈRE;PONT-AVEN;;29217;2859;1.0;SPR53-43;ZPPAUP;1992-10-14;1.0;AVAP;AVAP (ex zppaup);2019-09-20;47.85474;-3.7462556
53;BRETAGNE;35;ILLE-ET-VILAINE;SAINT-AUBIN-DU-CORMIER;;35253;3998;1.0;SPR53-59;LCAP;2020-06-15;;PVAP;PVAP;;48.2577823;-1.4024515
53;BRETAGNE;35;ILLE-ET-VILAINE;SAINT-LUNAIRE;;35287;2439;1.0;SPR53-62;AVAP;2015-03-02;1.0;AVAP;AVAP;2015-03-02;48.6354993;-2.1090269
53;BRETAGNE;35;ILLE-ET-VILAINE;VITRÉ;;35360;;1.0;SPR53-64;secteur S;1976-04-30;1.0;PSMV;PSMV approuvé;1994-12-21;48.1244503;-1.214331
53;BRETAGNE;56;MORBIHAN;GUÉMÉNÉ-SUR-SCORFF;;56073;1076;1.0;SPR53-66;ZPPAUP;2007-01-29;1.0;ZPPAUP;ZPPAUP;2007-01-29;48.0658593;-3.2027629
53;BRETAGNE;56;MORBIHAN;PONTIVY;;56178;15544;1.0;SPR53-74;ZPPAUP;1993-12-01;1.0;AVAP;AVAP (ex zppaup);2014-10-06;48.0647729;-2.9675702
