reference_de_la_notice;region;commune;adresse_forme_editoriale;coordonnees;titre_courant;departement_en_lettres
ACR0000773;Île-de-France;"Nogent-sur-Marne, Le Perreux-sur-Marne, Champigny-sur-Marne";"""ligne ferroviaire Paris-Est/Mulhouse / ligne ferroviaire de Grande Ceinture (RER E)""";"48.8346700969774, 2.49367418493715";Viaduc ferroviaire;Val-de-Marne
ACR0000778;Île-de-France;Vitry-sur-Seine;109 rue Julian-Grimau;"48.7768994757233, 2.37674162541481";Église Notre-Dame-de-Nazareth;Val-de-Marne
ACR0000780;Île-de-France;Garges-lès-Gonesse;22 rue du Colonel Fabien;"48.973082400855, 2.38932098309187";Église Sainte-Geneviève;Val-d'Oise
ACR0000781;Île-de-France;Goussainville;5 rue Simon-Bolivar;"49.0340985259951, 2.47455237144996";Église Saint-Michel;Val-d'Oise
ACR0000782;Île-de-France;Sarcelles;boulevard Henri-Poincaré;"48.978134000000004, 2.376838";Grand ensemble;Val-d'Oise
ACR0000784;Île-de-France;Louveciennes;parc du Château;"48.00000000000001, 2.0";Résidence du Parc;Yvelines
ACR0000786;Île-de-France;Poissy;30 avenur du Maréchal-Lyautey;"48.921554, 2.026081";Église Saint-Louis-de-Beauregard;Yvelines
ACR0000793;Martinique;Bellefontaine;rue Félix-Eboué 35e maison;"14.672648, -61.163434";Maison-bateau dite Torgiléo;
ACR0000796;Martinique;Fort-de-France;17 rue de la Liberté;"14.60411, -61.068248";"Banque Crédit martiniquais, actuellement BRED";
ACR0000799;Martinique;Fort-de-France;15 rue Liberté / rue Antoine-Siger rue Lamartine;"14.60381, -61.068419";hôtel de voyageurs « l’impératrice » et pharmacie;
ACR0000805;Martinique;Fort-de-France;4 boulevard du Général-de-Gaulle;"14.606125859745799, -61.065558670842606";Siège d’association dit Maison des syndicats;
ACR0000807;Martinique;Fort-de-France;Jardin Desclieux ruelle de la Sécurité;"14.602215000000001, -61.04199199999999";Caisse Générale de la Sécurité sociale;
ACR0000808;Martinique;Fort-de-France;boulevard du Chevalier de Sainte-Marthe;;"Fort Saint-Louis, guérite d’entrée";
ACR0000811;Martinique;Fort-de-France;Morne Desaix;"14.618162, -61.0639";observatoire météorologique;
ACR0000815;Martinique;Rivière-Pilote;quartier Régale;"14.530639, -60.925766";Église Saint-Louis-Marie-Grignon-de-Montfort;
ACR0000816;Martinique;Saint-Pierre;rue Caylus / rue de la Banque  rue du Gouverneur-Ponton;"14.743253170805602, -61.175267075827";Hôtel de ville;
ACR0000820;Mayotte;Mamoudzou;"""rue Sahararangue BC365 70 boulevard Zena-M'Déré""";"-12.782151, 45.225296";Case Dôme;
ACR0000821;Normandie;Aurseulles;rue de Bayeux;"49.105568, -0.7064260000000001";Église Saint-Nicolas;Calvados
ACR0000829;Normandie;Lisieux;avenue du Maréchal-Lyautey;"49.142543, 0.243526";Église Saint-François-Xavier;Calvados
ACR0000832;Normandie;Saint-Pair;route d'Argences;"49.168507, -0.185389";Église;Calvados
ACR0000836;Normandie;Boulleville;Forge (rue de la);"49.363916, 0.405527";"Institution pour handicapés physiques, maison de retraite";Eure
ACR0000844;Normandie;Saint-André-de-l'Eure;place de l'Église;"48.912217, 1.273777";Mairie;Eure
ACR0000850;Normandie;Cherbourg-en-Cotentin;27 et 29 rue François-Lavieille;"49.6410820800552, -1.62612356139493";immeuble;Manche
ACR0000851;Normandie;Cherbourg-en-Cotentin;rue Gambetta / rue des Portes;;Magasin Ratti;Manche
ACR0000863;Normandie;Roncey;route de Saint-Denis 7 A;"48.9894969396081, -1.3359263310477203";école;Manche
ACR0000864;Normandie;Saint-Lô;;"49.11628352428661, -1.08471922349385";Église Sainte-Croix : clocher;Manche
ACR0000865;Normandie;Villiers-Fossard;place de l'Église;"49.1575437547451, -1.06020754481199";Église Saint-Pierre;Manche
ACR0000873;Normandie;Flers;77 rue Simons;"48.7481775287671, -0.573143811224862";"""salle des fêtes ""La petite A""""";Orne
ACR0000880;Normandie;Bailly-en-Rivière;Clapauderie (rue de la);"49.9133560289558, 1.3387398138720201";Église Saint-Martin;Seine-Maritime
ACR0000882;Normandie;Belleville-en-Caux;Bourg / D25;;Église paroissiale Saint-Wandrille;Seine-Maritime
ACR0000886;Normandie;Rives-en-Seine;route départementale 490 : liaison Yvetot-Autoroute A13;;Pont de Brotonne;Seine-Maritime
ACR0000906;Normandie;Havre (Le);quartier Christophe-Colomb quartier des Neiges;"49.4841578299173, 0.131985411868276";"Abattoirs, aujourd'hui siège social SOGET";Seine-Maritime
ACR0000911;Normandie;Havre (Le);8 place Oscar-Niemeyer;"49.4905610589824, 0.106961623055484";Maison de la culture dite Le Volcan;Seine-Maritime
ACR0000923;Normandie;Port-Jérôme-sur-Seine;Général Gassouin (avenue du);"49.4932182872009, 0.564071597524352";Cité-jardin de la Petite Campagne;Seine-Maritime
ACR0000930;Normandie;Rouen;rue Jeanne-d'Arc;"49.4433331173648, 1.09115928568924";Poste;Seine-Maritime
ACR0000937;Normandie;Sainte-Adresse;rue Claude-Forbin / rue Surcouf / rue Jean-Bart / rue du Gymnase / quartier de la Cavée-Haize;"49.5180669624605, 0.0702972684033314";Lotissement concerté des maisons américaines;Seine-Maritime
ACR0000943;Normandie;Sotteville-lès-Rouen;centre-ville;"49.4135914490463, 1.08725614127846";Grand ensemble de la Zone verte;Seine-Maritime
ACR0000953;Nouvelle-Aquitaine;Brive-la-Gaillarde;4 rue Séverine 11 rue Benjamin-Delessert / 4 rue Léon-Claudel rond-point des Médaillés;"45.161692, 1.538102";Quartier des Jacobins aujourd’hui La Roseraie;Corrèze
ACR0000971;Nouvelle-Aquitaine;Felletin;9 rue Préville;"45.882249, 2.171371";ateliers et bureaux Pinton;Creuse
ACR0000973;Nouvelle-Aquitaine;Mérinchal;9 rue de la Potence;"45.9218247912426, 2.48739831183914";villa dite maison B. et jardin;Creuse
ACR0000974;Nouvelle-Aquitaine;Sainte-Feyre;route des Bains;"46.1404124414434, 1.88705435708063";"rotonde du centre médical A. Leune, à usage de salle à manger du sanatorium";Creuse
ACR0000984;Nouvelle-Aquitaine;Boulazac Isle Manoire;80 rue des Bains;"45.186929, 0.741322";Guinguette Barnabé;Dordogne
ACR0000991;Nouvelle-Aquitaine;Arcachon;156 boulevard de la Côte-d’Argent;"44.644934, -1.190679";station climatique de la Dune;Gironde
ACR0000992;Nouvelle-Aquitaine;Arcachon;rue Gérard-Gentil;"44.656153, -1.167093";Arcachon Marines;Gironde
ACR0000996;Nouvelle-Aquitaine;Teste-de-Buch (La);270 boulevard de la Côte-d’Argent;"44.638877, -1.201957";villa Lyside;Gironde
ACR0001006;Nouvelle-Aquitaine;Bordeaux;rue Fernand-Cazères;"44.85147, -0.616078";Salle des fêtes dite Théatre La Pergola;Gironde
ACR0001008;Nouvelle-Aquitaine;Bordeaux;boulevard Alfred Daney;"44.83476, -0.584284";Base sous-marine;Gironde
ACR0001009;Nouvelle-Aquitaine;Bordeaux;2 bis rue Charles-Domercq;"44.828233, -0.555686";Centre de tri postal;Gironde
ACR0001014;Nouvelle-Aquitaine;Lacanau;12 avenue de l’Adjudant- Guittard;"45.00354540455093, -1.1985398172018111";Église Notre-Dame des Flots;Gironde
ACR0001030;Nouvelle-Aquitaine;Talence;740 cours de la Libération;"44.793698, -0.604916";École nationale supérieure d’architecture et de paysage de Bordeaux;Gironde
ACR0001035;Nouvelle-Aquitaine;Limoges;2 rue Louis-Longequeue;"45.8258390609735, 1.2601042031820902";bibliothèque francophone multimédia;Haute-Vienne
ACR0001040;Nouvelle-Aquitaine;Limoges;19 boulevard Georges Perrin;"45.830836, 1.262898";garage Dussagne;Haute-Vienne
ACR0001041;Nouvelle-Aquitaine;Limoges;6 rue Jean Jaurès;"45.864206, 1.323482";immeuble de résidence;Haute-Vienne
ACR0001044;Nouvelle-Aquitaine;Limoges;31 avenue de la Libération;"45.834506, 1.261103";maison du docteur Périgord;Haute-Vienne
ACR0001049;;Panazol;;;maison Bontemps;Haute-Vienne
ACR0001055;Nouvelle-Aquitaine;Morcenx-la-Nouvelle;4 et 7 place Léo Bonyssau;"44.03274, -0.91198";"Mairie, salle des fêtes Jean-Jaurès, poste, école municipale de musique autour d'une place";Landes
ACR0001056;Nouvelle-Aquitaine;Moustey;place de la Mairie;"44.357982, -0.76093";"salle des fêtes, ancien foyer municipal";Landes
ACR0001057;Nouvelle-Aquitaine;Peyrehorade;La Coudette sur le Gave de Pau;"43.545081, -1.090537";Pont de la Coudette;Landes
ACR0001067;Nouvelle-Aquitaine;Anglet;21 rue Labouheyre;"43.477176, -1.534808";Villa Le Bungalow;Pyrénées-Atlantiques
ACR0001074;Nouvelle-Aquitaine;Biarritz;3 avenue Edouard VII / 27 boulevard du Général de Gaulle;"43.4836092391393, -1.55889727288582";"Magasin de commerce, Hôtel de voyageurs dit La Maison Basque";Pyrénées-Atlantiques
ACR0001075;Nouvelle-Aquitaine;Pau;2 avenue Robert-Schuman;"43.3096446203455, -0.364402223657972";Église Saint-Pierre;Pyrénées-Atlantiques
ACR0001080;Nouvelle-Aquitaine;Poitiers;61 rue Simplicien;"46.579524793564, 0.348154027200295";musée Sainte-Croix;Vienne
ACR0001087;Occitanie;Val-de-Dagne;5 route de l'Alaric;;cave coopérative vinicole de Montlaur;Aude
ACR0001092;Occitanie;Villefranche-de-Rouergue;quai de la Sénéchaussée / rue Saint-Jean;"44.3504876219596, 2.0415084848091";Bains-douches municipaux;Aveyron
ACR0001101;Occitanie;Bouillargues;chemin des Canaux;"43.81728, 4.424447";Villa atelier de Paule-Pascal;Gard
ACR0001104;Occitanie;Canaules-et-Argentières;route de Durfort;"43.98140134631671, 4.04423443294046";cave coopérative vinicole;Gard
ACR0001119;Occitanie;Nîmes;571 chemin de la Tuilerie;"43.76668, 4.380048000000001";Villa Serres;Gard
ACR0001122;Occitanie;Saint-Ambroix;36 boulevard du Portalet;"44.2615160009315, 4.19914013292848";Crédit agricole;Gard
ACR0001125;Occitanie;Souvignargues;83 route de Sommières;"43.8110992923081, 4.12166316798129";cave coopérative vinicole;Gard
ACR0001127;Occitanie;Vauvert;route des Étangs;"43.640182, 4.298038";Foyer municipal de Gallician;Gard
ACR0001134;Occitanie;Saint-Gaudens;rue Olivier de Serres;"43.115491, 0.729778";Internat du lycée agricole de Saint-Gaudens;Haute-Garonne
ACR0001140;Occitanie;Toulouse;"""10 rue du Recteur Dottin """;"43.560700000000004, 1.398695";École primaire Paul-Dottin;Haute-Garonne
ACR0001149;Occitanie;Toulouse;place des Carmes;"43.59763, 1.444951";Marché-parking des Carmes;Haute-Garonne
ACR0001156;Occitanie;Bagnères-de-Bigorre;2 rue du Pont de la Moulette;"43.0583692006982, 0.148722754453172";Siège de l'Observatoire du Pic du Midi de Bigorre;Hautes-Pyrénées
ACR0001159;Occitanie;Séméac;9 rue Jules Ferry;"43.226932647607946, 0.10415866565304992";Centre culturel et sportif Léo Lagrange;Hautes-Pyrénées
ACR0001161;Occitanie;Agde;;"43.283883, 3.513693";"Station balnéaire de la Mission Racine du Cap d'Agde : port Saint-Martin (quais, voirie et îlot d'habitation)";Hérault
ACR0001163;Occitanie;Alignan-du-Vent;avenue du Maréchal-Foch;"43.47037698555971, 3.3440380591603844";"Groupe scolaire ""Les mûriers""";Hérault
ACR0001166;Occitanie;Frontignan;chemin de la Calade;"43.4392780965603, 3.74191538700678";piscine Tournesol Joseph di Stefano;Hérault
ACR0001171;Occitanie;Montpellier;179 rue de l'Espérou;"43.6368244336534, 3.85678209680877";"Unité d'architecture pédagogique, école d'architecture ENSA de Montpellier";Hérault
ACR0001172;Occitanie;Montpellier;61 boulevard des Arceaux rue de Louvain;"43.61168, 3.864546";Cité universitaire des Arceaux;Hérault
ACR0001174;Occitanie;Montpellier;12 avenue d’Assas;"43.61318695134252, 3.8671164501729076";Immeuble de bureaux Cransac;Hérault
ACR0001177;Occitanie;Montpellier;place du Nombre d'Or place du Millénaire;"43.608193, 3.887713";Antigone;Hérault
ACR0001182;Occitanie;Montpellier;allée Jules Milhau;"43.608844, 3.882946";Tour Triangle;Hérault
ACR0001186;Occitanie;Sète;388 rue René-Cassin;"43.397465, 3.678135";villa solaire de Mme Pécout;Hérault
ACR0001189;Occitanie;Gigouzac;23 route départementale;;École;Lot
ACR0001197;Occitanie;Perpignan;37-38 cours François-Palmarole;"42.7037905450455, 2.89955453961687";Maison Bressac;Pyrénées-Orientales
ACR0001200;Occitanie;Perpignan;boulevard Wilson  boulevard Jean-Bourrat / rue Jeanne-d’Arc  rue Jean-Racine  quartier Clémenceau / rue des Palmiers / boulevard des Pyrénées;;quartier des Remparts nord;Pyrénées-Orientales
ACR0001203;Occitanie;Perpignan;place Cassanyes boulevard Anatole-France;"42.6974173921637, 2.9029601256007";secteur place Cassanyes - Anatole France;Pyrénées-Orientales
ACR0001231;Pays de la Loire;Saint-Nazaire;boulevard de la Renaissance;"47.2833906689466, -2.21291047202638";Église Saint-Gohard;Loire-Atlantique
ACR0001234;Pays de la Loire;Saint-Nazaire;;"47.274843624556, -2.20346934394408";ancienne base de sous-marins;Loire-Atlantique
ACR0001238;Pays de la Loire;Angers;12-14 place du Ralliement / 6 rue d'Alsace;"47.4705988027715, -0.551377894863094";"Les Galeries Lafayette, anciennement Nouvelles Galeries";Maine-et-Loire
ACR0001242;Pays de la Loire;Saint-Barthélémy d’Anjou;;"47.4709989877796, -0.473055050197495";Blockhaus du château de Pignerolle;Maine-et-Loire
ACR0001243;Pays de la Loire;Saumur;260 rue Fricotelle;"47.2457379385803, -0.0728678927941631";école des Violettes;Maine-et-Loire
ACR0001251;Pays de la Loire;Fontenay-le-Comte;44 rue de la Capitale du Bas-Poitou;"46.4565014111465, -0.782758916981325";"usine de transformateurs BC, puis usine Horoquartz";Vendée
ACR0001253;Pays de la Loire;Noirmoutier-en-l'Île;pointe de l’Herbaudière;"47.0256728143223, -2.30286284631224";Blockhaus;Vendée
ACR0001255;Pays de la Loire;Saint-Laurent-sur-Sèvres;32 rue du Calvaire;"46.9593400418536, -0.891134509872462";Unité fonctionnelle scolaire de l'Institution Saint-Gabriel;Vendée
ACR0001257;Provence-Alpes-Côte d'Azur;Jausiers;;"44.419138, 6.734237000000001";Ouvrage de Restefond;Alpes-de-Haute-Provence
ACR0001261;Provence-Alpes-Côte d'Azur;Antibes;10 rue Directeur-Chaudon;"43.5798570217582, 7.11813586944552";Église du Sacré-Cœur;Alpes-Maritimes
ACR0001266;Provence-Alpes-Côte d'Azur;Biot;chemin du Val-de-Pome;"43.622148, 7.112048";Musée national Fernand-Léger;Alpes-Maritimes
ACR0001269;Provence-Alpes-Côte d'Azur;Cannes;1 et 6 avenue Fiesole;"43.549273, 6.984436";maison dite Isola Serena;Alpes-Maritimes
ACR0001274;Provence-Alpes-Côte d'Azur;Carros;route du Planet;"43.780531, 7.203407";piscine Tournesol;Alpes-Maritimes
ACR0001279;Provence-Alpes-Côte d'Azur;Grasse;chemin le Clavary;"43.619573, 6.93123";"""VVF "" Le Clavary""""";Alpes-Maritimes
ACR0001282;Provence-Alpes-Côte d'Azur;Nice;rue Adolphe-Thiers  rue Gounod;"43.703260733932, 7.26074458475135";hôtel des Postes;Alpes-Maritimes
ACR0001292;Provence-Alpes-Côte d'Azur;Peille;;"43.79051, 7.393009999999999";Chapelle Saint-Martin;Alpes-Maritimes
ACR0001296;Provence-Alpes-Côte d'Azur;Saint-Cézaire-sur-Siagne;route de Grasse RD 13;"43.64936, 6.807111";"""Unité de retraite ""Riviera 2""""";Alpes-Maritimes
ACR0001307;Provence-Alpes-Côte d'Azur;Villefranche-sur-Mer;90 chemin du vinaigrier;"43.715651, 7.321103";villa Les Jacarandas;Alpes-Maritimes
ACR0001309;Provence-Alpes-Côte d'Azur;Villeneuve-Loubet;route nationale 98;"43.632154, 7.134547";station balnéaire Marina Baie des Anges;Alpes-Maritimes
ACR0001319;Provence-Alpes-Côte d'Azur;Aix-en-Provence;23-23 bis avenue Victor-Hugo;"43.524342, 5.446213";Palais Victor-Hugo;Bouches-du-Rhône
ACR0001329;Provence-Alpes-Côte d'Azur;Arles;50 bis avenue de la Hongrie;"43.690601, 4.634116";Villa Vaché;Bouches-du-Rhône
ACR0001335;Provence-Alpes-Côte d'Azur;Istres;avenue Radolfzell;"43.498939, 4.98499";Centre éducatif et culturel Les Heures Claires;Bouches-du-Rhône
ACR0001336;Provence-Alpes-Côte d'Azur;Ciotat (La);46 quai François-Mitterrand / 61 avenue Victor-Giraud;"43.171866, 5.605905";Chantiers navals;Bouches-du-Rhône
ACR0001337;Provence-Alpes-Côte d'Azur;Marignane;;"43.421638, 5.20485";Aéroport Marseille-Provence;Bouches-du-Rhône
ACR0001340;Provence-Alpes-Côte d'Azur;Marseille 11e Arrondissement;11 avenue du Docteur-Heckel;"43.289535, 5.44135";ancienne usine Rivoire et Carret;Bouches-du-Rhône
ACR0001345;Provence-Alpes-Côte d'Azur;Marseille 12e Arrondissement;chemin de Saint Julien;"43.305922, 5.418743";Les Lierres;Bouches-du-Rhône
ACR0001346;Provence-Alpes-Côte d'Azur;Marseille 14e Arrondissement;boulevard Larousse;"43.330256, 5.378944";Campagne Larousse;Bouches-du-Rhône
ACR0001347;Provence-Alpes-Côte d'Azur;Marseille 14e Arrondissement;26 chemin de Sainte-Marthe;"43.284798, 5.437678";Station-service;Bouches-du-Rhône
ACR0001359;Provence-Alpes-Côte d'Azur;Marseille 1er Arrondissement;88 avenue de La Canebière;"43.297734, 5.381851";Librairie Tacussel (devanture) ancienne;Bouches-du-Rhône
ACR0001360;Provence-Alpes-Côte d'Azur;Marseille 1er Arrondissement;;"43.298906, 5.382914";Reconstruction du Vieux-Port;Bouches-du-Rhône
ACR0001366;Provence-Alpes-Côte d'Azur;Marseille 3e Arrondissement;110 boulevard de Paris / 16 rue Peyssonel;"43.310289, 5.370137";Le Marceau;Bouches-du-Rhône
ACR0001372;Provence-Alpes-Côte d'Azur;Marseille 7e Arrondissement;Capitaine Dessemond;"43.288477, 5.358208";Lycée Colbert;Bouches-du-Rhône
ACR0001373;Provence-Alpes-Côte d'Azur;Marseille 7e Arrondissement;rue Charras / rue Suez;"43.288178, 5.357827";Compagnie lyonnaise Immobilière;Bouches-du-Rhône
ACR0001386;Provence-Alpes-Côte d'Azur;Marseille 9e Arrondissement;58 boulevard Romain Rolland;"43.27109, 5.408664";Église de la Pauline (Sainte-Emilie de Vialar);Bouches-du-Rhône
ACR0001396;Provence-Alpes-Côte d'Azur;Noves;Domaine de Bournissac;"43.835469, 4.880747";Villa Noël;Bouches-du-Rhône
ACR0001401;Provence-Alpes-Côte d'Azur;Tarascon;boulevard Jules-Ferry;"43.80240500000001, 4.6639";Lycée Alphonse-Daudet;Bouches-du-Rhône
ACR0001405;Provence-Alpes-Côte d'Azur;Vitrolles;;"43.457341, 5.240709";Stadium;Bouches-du-Rhône
ACR0001409;Provence-Alpes-Côte d'Azur;Briançon;Fort du château;"44.913396, 6.62323";"Hôpital architecture militaire d’héliothérapique du fort du Château,";Hautes-Alpes
ACR0001415;Provence-Alpes-Côte d'Azur;Orres (Les);;"44.489805, 6.5544150000000005";station de ski;Hautes-Alpes
ACR0001416;Provence-Alpes-Côte d'Azur;Montgenèvre;;"44.931175, 6.7211";Forteresse du Janus;Hautes-Alpes
ACR0001417;Provence-Alpes-Côte d'Azur;Montgenèvre;;"44.931175, 6.7211";Ouvrage Maginot du Gondran E;Hautes-Alpes
ACR0001423;Provence-Alpes-Côte d'Azur;Saint-Crépin;;"44.68448500000001, 6.61764";Copropriété du Barry;Hautes-Alpes
ACR0001429;Provence-Alpes-Côte d'Azur;Bandol;121 chemin de l’Escourche;"43.1439659835467, 5.759636154091261";Résidence Les Katikias et résidence hôtelière Le Bosquet;Var
ACR0001432;Provence-Alpes-Côte d'Azur;Bras;route de Cavaillon;"43.4697189375567, 5.95087355594946";"coopérative vinicole La Laborieuse, actuellement Cellier des Templiers";Var
ACR0001450;Provence-Alpes-Côte d'Azur;Sainte-Maxime;24 avenue du Général-Leclerc;;L'Arbois;Var
ACR0001455;Provence-Alpes-Côte d'Azur;Toulon;rue Peiresc;;Caisse d'épargne;Var
ACR0001458;Provence-Alpes-Côte d'Azur;Toulon;boulevard Bazeille place Émile-Claude quartier Mourillon;;HLM Bazeilles;Var
ACR0001463;Provence-Alpes-Côte d'Azur;Avignon;avenue Pierre-de-Coubertin;;Parc des sports de Saint-Chamand;Vaucluse
ACR0001466;Provence-Alpes-Côte d'Azur;Carpentras;rue du Mont-de-Piété;;Piscine couverte;Vaucluse
ACR0001471;Provence-Alpes-Côte d'Azur;Rustrel;Plateau d'Albion;;Anciennes installations architecture militaires du plateau d'Albion;Vaucluse
ACR0001473;La Réunion;Sainte-Marie;;;Aéroport Roland-Garros;La Réunion
ACR0001544;Île-de-France;Paris 19e Arrondissement;48 boulevard Sérurier;"48.8796387847344, 2.40137038493851";Hôpital Robert Debré;Paris
ACR0001559;Nouvelle-Aquitaine;Bayonne;20 avenue Lahubiague;;Villa Sirius;Pyrénées-Atlantiques
ACR0001553;Nouvelle-Aquitaine;Brive-la-Gaillarde;1 rue Bernard-Palissy 1 rue Général-Dalton;;Villa Palissy;Corrèze
